Processes: 906 total, 2 running, 904 sleeping, 3777 threads 
2026/06/18 23:30:46
Load Avg: 1.61, 2.59, 4.18 
CPU usage: 3.61% user, 13.5% sys, 83.33% idle 
SharedLibs: 1096M resident, 185M data, 317M linkedit.
MemRegions: 288673 total, 5256M resident, 549M private, 2840M shared.
PhysMem: 20G used (2435M wired, 3334M compressor), 3577M unused.
VM: 380T vsize, 6144M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 54343211/45G in, 58823274/49G out.
Disks: 24917648/473G read, 25410543/569G written.

PID    COMMAND          %CPU TIME     #TH   #WQ  #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS    COW    MSGSENT    MSGRECV    SYSBSD     SYSMACH    CSW        PAGEINS IDLEW    POWER INSTRS CYCLES JETPRI USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
1398   AssetCacheLocato 0.0  00:01.89 3     1    80     4416K 0B    1872K 1398  1     sleeping *0[659]     0.00000 0.00000    501 18118     119    4836       5251       55758      18773      26003      46      27       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1397   com.apple.FaceTi 0.0  00:00.40 2     1    44     4752K 0B    2864K 1397  1     sleeping *0[407]     0.00000 0.00000    501 4557      104    2465       1381       10418      6653       6056       7       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1396   appplaceholdersy 0.0  00:00.08 2     1    55     4432K 0B    4160K 1396  1     sleeping *0[1]       0.00000 0.00000    501 2405      140    302        412        1461       928        844        20      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1388   Terminal         0.0  01:45:27 12    5    519    326M  49M   96M   1388  1     sleeping *0[88193]   0.00000 0.00000    501 3040615   462    27389734   5928292    69866222   71570703   31151875   2370    22999    0.0   0      0      100    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1380   amsengagementd   0.0  01:02.07 3     1    294    14M   0B    9072K 1380  1     sleeping *0[810]     0.00000 0.00000    501 195017    1127   72325      24584      1521145    414511     488467     11060   1298     0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1379   amsaccountsd     0.0  00:22.64 3     1    167    11M   16K   4816K 1379  1     sleeping *0[1110]    0.00000 0.00000    501 108695    236    47316      13378      584190     176722     317645     933     1218     0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1377   seserviced       0.0  00:01.06 3     1    113    6129K 0B    3120K 1377  1     sleeping *0[715]     0.00000 0.00000    501 10764     149    10288      7816       30869      25803      18087      450     24       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1374   ANECompilerServi 0.0  04:24.52 2     1    49     7553K 0B    6672K 1374  1     sleeping *0[27]      0.00000 0.00000    0   1403055   124    5476       5422       2467801    13753      369080     59676   2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
1373   AssetCacheTether 0.0  00:00.07 2     1    28     2480K 0B    2224K 1373  1     sleeping *0[2]       0.00000 0.00000    0   1866      97     125        325        1195       638        340        19      2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
1372   geodMachServiceB 0.0  00:00.19 2     1    35     2016K 0B    640K  1372  1     sleeping *0[13]      0.00000 0.00000    501 4893      91     1118       698        4429       1523       1435       2       1        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1371   installd         0.0  00:25.81 2     1    165    22M   0B    19M   1371  1     sleeping *0[43]      0.00000 0.00000    0   31783     787    54513      28170      173809     41695      101744     16      3        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
1370   AssetCache       0.0  00:00.30 2     1    44     3680K 0B    1920K 1370  1     sleeping *0[19]      0.00000 0.00000    235 6936      110    3126       2053       5856       3993       2142       86      1        0.0   0      0      0      _assetcache            N/A    N/A   N/A   N/A   N/A   N/A  
1369   com.apple.quickl 0.0  00:40.66 3     1    136    27M   128K  31M   1369  1     sleeping *4500[1]    0.00000 0.00000    501 355275    214    92038      35303      810889     210458     252947     15770   42       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1368   appstoreagent    0.0  00:58.16 3     1    204    18M   0B    12M   1368  1     sleeping *0[1765]    0.00000 0.00000    501 237661    325    154338     55264      2566347    386461     716248     3164    1309     0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1367   diagnostics_agen 0.0  00:07.81 2     1    102    5792K 0B    1728K 1367  1     sleeping  0[0]       0.00000 0.00000    501 38427     135    6976       14959      181089     28715      82034      253     48       0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1361   SoftwareUpdateNo 0.0  00:04.69 4     1    217    10M   0B    3856K 1361  1     sleeping *0[1]       0.00000 0.00000    501 26574     216    35635      13889      126731     120149     84673      82      35       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1360   iCloudNotificati 0.0  00:04.23 4     1    115    7872K 0B    4448K 1360  1     sleeping *0[486]     0.00000 0.00000    501 20350     169    26671      15372      108928     47058      43427      187     153      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1355   mdworker         0.0  00:53.62 2     1    42     3200K 0B    2832K 1355  1     sleeping *0[1]       0.00000 0.00000    89  11258     115    2190       1358       1231483    3727       230512     102     0        0.0   0      0      0      _spotlight             N/A    N/A   N/A   N/A   N/A   N/A  
1354   mdworker         0.0  00:09.54 2     1    48     3456K 0B    3040K 1354  1     sleeping *0[1]       0.00000 0.00000    501 9179      116    675        544        267215     2273       38328      55      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1352   ScreenTimeWidget 0.0  02:31.77 5     4/3  175    26M   0B    10M   1352  1     sleeping *8[8]       0.00000 0.00000    501 107076    521    85345      32841      1015842    185072     263241     1283    18       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1351   WiFiCloudAssetsX 0.0  00:00.01 2     1    23     2208K 0B    1904K 1351  1     sleeping *0[1]       0.00000 0.00000    501 660       94     143        58         427        262        108        2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1350   StocksWidget     0.0  02:30.19 7     5/4  154    26M   240K  6800K 1350  1     sleeping *1294[146]  0.00000 0.00000    501 81560     567    32916      16661      585544     76149      382325     1732    21       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1349   passd            0.0  00:05.73 2     1    228    10M   0B    6240K 1349  1     sleeping *0[615]     0.00000 0.00000    501 29272     220    21976      17916      159141     73279      67361      2991    53       0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1347   milod            0.0  00:02.99 2     1    137    7616K 128K  2928K 1347  1     sleeping *1[2]       0.00000 0.00000    501 17716     172    28289      24147      88453      78413      46350      411     20       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1346   amsondevicestora 0.0  00:33.22 3     2    80     6816K 0B    2304K 1346  1     sleeping *0[292]     0.00000 0.00000    501 89955     165    51432      6149       866196     212695     337857     1305    917      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1345   UIKitSystem      0.0  00:43.90 2     1    113    13M   0B    8512K 1345  1     sleeping *0[26115]   0.00000 0.00000    501 91869     296    173202     115792     1080814    385617     401648     542     1009     0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1343   extensionkitserv 0.0  00:16.08 2     1    44     3664K 0B    624K  1343  1     sleeping *0[1000]    0.00000 0.00000    501 36735     112    10395      3249       258591     28650      39304      2       30       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1342   SetStoreUpdateSe 0.0  00:00.40 2     1    33     3440K 0B    3072K 1342  1     sleeping *0[74]      0.00000 0.00000    501 6820      116    3088       1808       22081      5787       3713       10      3        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1340   CMFSyncAgent     0.0  00:00.08 2     1    50     3488K 0B    3120K 1340  1     sleeping *0[10]      0.00000 0.00000    501 3170      103    353        393        1621       1272       531        11      0        0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1338   intents_helper   0.0  00:02.60 2     1    52     3792K 0B    3376K 1338  1     sleeping *0[711]     0.00000 0.00000    501 11338     112    2101       1241       51870      4757       4070       210     0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1337   communicationtru 0.0  00:10.37 2     1    132    7824K 0B    2880K 1337  1     sleeping *0[468]     0.00000 0.00000    501 25948     167    24983      5707       218246     78958      65832      63      37       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1336   replayd          0.0  02:13:57 8     4    1035   33M   0B    18M   1336  1     sleeping *0[33882]   0.00000 0.00000    501 11284232  342    22091500   16202623   187751925  111291005  88678255   1274    40089    0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1335   mobiletimerd     0.0  00:17.21 3     2    64     4448K 0B    2832K 1335  1     sleeping *0[1]       0.00000 0.00000    501 104326    124    51007      711        532525     203836     331656     174     1411     0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1334   intelligentrouti 0.0  00:02.05 2     1    90     5760K 128K  1552K 1334  1     sleeping *0[883]     0.00000 0.00000    501 15039     136    10153      5492       57920      28406      49276      288     22       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1333   iconservicesagen 0.0  01:49.44 4     3    164    18M   48K   39M   1333  1     sleeping *0[1088]    0.00000 0.00000    501 1728147   1722   273132     171990     2292916    428702     800175     12603   3101     0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1332   csimporter       0.0  00:00.05 5     4/2  69     3520K 0B    3136K 1332  1     sleeping *0[1]       0.00000 0.00000    501 1372      121    268        117        1079       556        504        35      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1331   deleted_helper   0.0  00:15.97 2     1    32     2144K 0B    720K  1331  1     sleeping *0[97]      0.00000 0.00000    0   5527      89     9227       5190       20931      9542       297898     2       1        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
1330   liveactivitiesd  0.0  00:00.67 2     1    91     5872K 0B    3248K 1330  1     sleeping *0[1]       0.00000 0.00000    501 7913      158    4756       3890       20232      16383      9075       317     6        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1329   MENotificationAg 0.0  00:01.73 2     1    41     3616K 0B    3248K 1329  1     sleeping *0[1]       0.00000 0.00000    501 50986     108    3126       1855       16094      7625       17196      2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1328   duetexpertd      0.0  95:28.75 2     1    445    20M   3920K 3168K 1328  1     sleeping *0[20291]   0.00000 0.00000    501 1535451   381    1366266    2504375    94932289   25775067   11226560   65736   417      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1327   swcd             0.0  00:51.96 2     1    77     5232K 0B    3328K 1327  1     sleeping *0[2983]    0.00000 0.00000    501 164380    123    8799       7027       1156187    49095      178172     10978   8        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1326   MTLAssetUpgrader 0.0  00:14.05 2     1    64     4384K 0B    3632K 1326  1     sleeping  0[0]       0.00000 0.00000    501 24805     123    5470       5158       431705     13101      50873      297     3        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1325   itunescloudd     0.0  00:15.45 2     1    116    9024K 0B    2784K 1325  1     sleeping *0[1316]    0.00000 0.00000    501 58165     178    59961      18884      342061     116214     179356     1096    484      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
