Processes: 906 total, 2 running, 904 sleeping, 3777 threads 
2026/06/18 23:30:46
Load Avg: 1.61, 2.59, 4.18 
CPU usage: 3.61% user, 13.5% sys, 83.33% idle 
SharedLibs: 1096M resident, 185M data, 317M linkedit.
MemRegions: 288673 total, 5256M resident, 549M private, 2840M shared.
PhysMem: 20G used (2435M wired, 3334M compressor), 3577M unused.
VM: 380T vsize, 6144M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 54343211/45G in, 58823274/49G out.
Disks: 24917648/473G read, 25410543/569G written.

PID    COMMAND          %CPU TIME     #TH   #WQ  #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS    COW    MSGSENT    MSGRECV    SYSBSD     SYSMACH    CSW        PAGEINS IDLEW    POWER INSTRS CYCLES JETPRI USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
1700   FindMyWidgetItem 0.0  00:00.19 5     4/3  93     13M   0B    12M   1700  1     sleeping *33[2]      0.00000 0.00000    501 3357      387    387        149        2240       792        846        12      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1676   BatteriesAvocado 0.0  00:00.15 7     6/4  93     12M   0B    12M   1676  1     sleeping *18[2]      0.00000 0.00000    501 3038      362    407        144        1911       816        1267       35      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1637   JournalWidgetsSe 0.0  00:00.33 5     4/3  89     15M   0B    14M   1637  1     sleeping *18[2]      0.00000 0.00000    501 3758      396    381        142        2586       771        2698       143     0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1617   RecordWidgetExte 0.0  00:00.08 4     3/3  70     8129K 0B    7664K 1617  1     sleeping *6[2]       0.00000 0.00000    501 2160      284    217        80         864        429        641        6       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1588   HomeEnergyWidget 0.0  00:00.74 9     8/6  115    19M   0B    18M   1588  1     sleeping *51[2]      0.00000 0.00000    501 5160      503    569        242        5428       1255       4682       686     0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1569   HomeWidget       0.0  00:00.27 8     7/5  108    15M   0B    15M   1569  1     sleeping *26[2]      0.00000 0.00000    501 4393      443    565        194        3950       1056       1598       121     0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1563   JournalWidgets   0.0  00:00.48 6     5/4  91     15M   0B    15M   1563  1     sleeping *18[2]      0.00000 0.00000    501 3879      411    426        141        3212       892        10555      87      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1556   FindMyWidgetPeop 0.0  00:00.25 5     4/4  92     13M   0B    12M   1556  1     sleeping *31[2]      0.00000 0.00000    501 3454      395    425        154        2463       880        5633       51      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1553   com.apple.access 0.0  00:00.12 2     1    39     2304K 0B    880K  1553  1     sleeping *0[232]     0.00000 0.00000    501 3894      89     548        659        4223       1648       1385       3       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1548   PodcastsWidget   0.0  00:02.24 4     3/2  90     15M   0B    15M   1548  1     sleeping *3[4]       0.00000 0.00000    501 4210      437    493        217        6801       1016       40554      400     0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1547   UARPAssetManager 0.0  00:00.11 2     1    32     2832K 0B    2560K 1547  1     sleeping  0[0]       0.00000 0.00000    278 2300      97     140        76         617        280        1165       87      0        0.0   0      0      0      _accessoryupdater      N/A    N/A   N/A   N/A   N/A   N/A  
1544   XprotectService  0.0  06:27.55 2     1    43     4528K 0B    2848K 1544  1     sleeping *0[1004]    0.00000 0.00000    0   1058385   129    5492       5567       23058013   15868      495382     465828  16       0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
1542   WeatherIntents   0.0  00:00.09 4     3/1  67     6001K 0B    5504K 1542  1     sleeping *0[1]       0.00000 0.00000    501 2283      253    265        114        1184       550        203        8       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1541   contactsd        0.0  18:11.95 2     1    640    18M   656K  7616K 1541  1     sleeping *0[8147]    0.00000 0.00000    501 1911002   241    1915782    1794782    38743678   9898046    7025257    42      199      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1530   ScreenTimeWidget 0.0  00:00.12 4     3/2  77     7009K 0B    6496K 1530  1     sleeping *0[1]       0.00000 0.00000    501 2453      252    257        101        1319       513        219        8       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1529   CalendarWidgetEx 0.0  00:02.38 6     5/4  108    15M   0B    15M   1529  1     sleeping *4[2]       0.00000 0.00000    501 14354     308    2898       1660       20586      5759       10679      224     0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1523   storekitagent    0.0  00:07.20 3     1    106    9136K 0B    6048K 1523  1     sleeping *0[228]     0.00000 0.00000    501 36333     184    7895       6495       194719     26291      66623      942     243      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1522   MobileTimerInten 0.0  00:00.10 9     8/1  65     4928K 0B    4688K 1522  1     sleeping *0[1]       0.00000 0.00000    501 1369      115    289        128        4355       727        387        11      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1521   analyticsagent   0.0  00:00.23 2     1    55     4176K 0B    2464K 1521  1     sleeping *0[247]     0.00000 0.00000    501 5690      131    940        988        7381       4509       4198       5       1        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1520   icdd             0.0  00:00.45 2     1    64     3488K 0B    1392K 1520  1     sleeping *0[1]       0.00000 0.00000    501 4662      105    3440       1674       12588      8862       6902       30      2        0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1519   recentsd         0.0  00:00.89 2     1    69     4720K 0B    2176K 1519  1     sleeping *0[452]     0.00000 0.00000    501 10757     122    3493       2582       32193      12805      11599      18      8        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1512   localspeechrecog 0.0  00:00.19 2     1    45     5120K 0B    4736K 1512  1     sleeping *0[51]      0.00000 0.00000    501 2761      131    334        468        3698       1067       1086       6       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1511   postersyncd      0.0  00:29.35 2     1    130    8624K 0B    2688K 1511  1     sleeping *0[683]     0.00000 0.00000    501 32607     146    72097      8809       569595     182173     198444     18      41       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1510   com.apple.audio. 0.0  00:00.05 2     1    26     2912K 0B    2528K 1510  1     sleeping *0[2]       0.00000 0.00000    501 1196      101    150        63         517        316        63         2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1509   com.apple.audio. 0.0  00:00.05 3     2    28     3008K 0B    2624K 1509  1     sleeping *0[2]       0.00000 0.00000    501 1201      101    150        63         516        317        52         2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1503   com.apple.audio. 0.0  00:00.06 2     1    26     2960K 0B    2576K 1503  1     sleeping *0[2]       0.00000 0.00000    501 1203      101    151        63         517        320        266        2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1498   IMTransferAgent  0.0  00:00.21 2     1    39     2864K 0B    2560K 1498  1     sleeping *0[186]     0.00000 0.00000    501 2047      108    621        835        6259       1541       1357       517     0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1497   com.apple.WebKit 0.0  00:01.87 15    10/9 217    19M   144K  6528K 1497  1     sleeping *27[1135]   0.00000 0.00000    501 71343     184    29209      18754      27822      63205      16950      137     1        0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1496   com.apple.audio. 0.0  00:00.05 2     1    28     2992K 0B    2608K 1496  1     sleeping *0[1]       0.00000 0.00000    501 1203      101    151        63         514        322        104        2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1495   commerce         0.0  00:02.83 3     1    80     7472K 0B    4256K 1495  1     sleeping *0[297]     0.00000 0.00000    501 16536     143    5449       4928       52502      20145      30098      130     23       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1494   PromotedContentJ 0.0  00:00.75 2     1    57     7489K 0B    7072K 1494  1     sleeping *0[2]       0.00000 0.00000    501 3301      186    835        435        19959      3367       4792       171     2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1493   coreautha        0.0  00:15.83 4     2    243    26M   0B    16M   1493  1     sleeping *0[6052]    0.00000 0.00000    501 27926     326    53427      21040      599745     165029     432694     64      3370     0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1492   tipsd            0.0  00:14.47 2     1    119    9761K 192K  1552K 1492  1     sleeping *0[2827]    0.00000 0.00000    501 41574     207    17417      9843       265880     65621      118720     1972    259      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1491   WebThumbnailExte 0.0  00:04.57 11    6/4  799    20M   0B    13M   1491  1     sleeping *0[1]       0.00000 0.00000    501 75446     235    61118      42187      114360     146867     82647      764     10       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1490   fairplaydeviceid 0.0  00:02.43 2     1    43     3280K 0B    2992K 1490  1     sleeping *0[13]      0.00000 0.00000    265 3783      118    322        398        1856       923        8099       1103    2        0.0   0      0      0      _fpsd                  N/A    N/A   N/A   N/A   N/A   N/A  
1489   com.apple.audio. 0.0  00:00.06 3     2    28     3040K 0B    2656K 1489  1     sleeping *0[2]       0.00000 0.00000    501 1203      101    150        63         515        320        137        2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1488   VTDecoderXPCServ 0.0  00:14.36 2     1    73     5553K 0B    1728K 1488  1     sleeping *0[287]     0.00000 0.00000    501 134864    133    40909      24722      85375      78679      74571      34      11       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1487   promotedcontentd 0.0  00:06.73 2     1    96     7457K 0B    2640K 1487  1     sleeping *0[295]     0.00000 0.00000    501 20193     190    4396       3126       166807     12243      65241      1099    304      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1486   com.apple.audio. 0.0  00:00.05 3     2    28     2992K 0B    2608K 1486  1     sleeping *0[1]       0.00000 0.00000    501 1199      101    151        63         511        318        62         2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1485   AquaAppearanceHe 0.0  00:08.68 3     1    178    11M   0B    4176K 1485  1     sleeping *0[7532]    0.00000 0.00000    501 22861     196    68389      34665      127871     206462     75303      4       14       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1484   localspeechrecog 0.0  00:00.13 2     1    39     4896K 0B    4512K 1484  1     sleeping *0[1]       0.00000 0.00000    501 2309      125    217        345        1868       744        932        25      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1483   AUCrashHandlerSe 0.0  00:00.07 2     1    29     3168K 0B    2944K 1483  1     sleeping *0[14]      0.00000 0.00000    501 916       92     316        255        1527       693        224        2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1482   com.apple.audio. 0.0  00:00.06 2     1    27     2992K 0B    2608K 1482  1     sleeping *0[2]       0.00000 0.00000    501 1201      101    151        63         518        319        127        2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1481   com.apple.audio. 0.0  00:00.05 3     2    28     2928K 0B    2560K 1481  1     sleeping *0[2]       0.00000 0.00000    501 1197      101    150        63         514        320        116        2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1480   com.apple.audio. 0.0  00:00.06 3     2    28     2976K 0B    2592K 1480  1     sleeping *0[2]       0.00000 0.00000    501 1199      101    150        63         515        319        128        2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1479   com.apple.audio. 0.0  00:00.06 3     2    28     3008K 0B    2624K 1479  1     sleeping *0[2]       0.00000 0.00000    501 1200      101    150        63         515        319        147        2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1477   SiriAUSP         0.0  00:00.11 7     5/1  116    7937K 0B    7424K 1477  1     sleeping *0[1]       0.00000 0.00000    501 3232      262    467        277        1676       1041       468        10      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1476   SetStoreUpdateSe 0.0  00:00.13 2     1    32     3280K 0B    2928K 1476  1     sleeping *0[17]      0.00000 0.00000    501 2442      117    1914       1208       2059       1909       877        4       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1475   KonaSynthesizer  0.0  00:00.14 9     7/1  118    8849K 0B    8320K 1475  1     sleeping *0[1]       0.00000 0.00000    501 3388      262    493        294        2109       1078       613        23      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1474   AppPredictionInt 0.0  01:01.39 2     1    41     6320K 0B    1888K 1474  1     sleeping *0[3436]    0.00000 0.00000    501 24787     117    131437     173401     880207     353984     268437     52      29       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1473   MauiAUSP         0.0  00:00.07 8     6    96     5040K 0B    4640K 1473  1     sleeping *0[1]       0.00000 0.00000    501 1536      128    408        254        1391       897        449        34      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1472   localspeechrecog 0.0  00:01.71 2     1    66     9089K 0B    8544K 1472  1     sleeping *0[5]       0.00000 0.00000    501 20320     175    2173       1730       58680      4959       11201      6717    4        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1471   com.apple.audio. 0.0  00:00.05 2     1    26     2944K 0B    2560K 1471  1     sleeping *0[2]       0.00000 0.00000    501 1198      101    150        63         516        318        91         2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1470   com.apple.audio. 0.0  00:00.05 3     2    28     2992K 0B    2608K 1470  1     sleeping *0[2]       0.00000 0.00000    501 1200      101    150        63         514        321        118        2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1469   WardaSynthesizer 0.0  00:00.09 14    12   84     7489K 0B    6944K 1469  1     sleeping *0[1]       0.00000 0.00000    501 2300      137    412        234        2063       923        498        55      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1468   com.apple.audio. 0.0  00:00.05 3     2    28     3040K 0B    2656K 1468  1     sleeping *0[2]       0.00000 0.00000    501 1201      101    150        63         515        318        114        2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1467   AudioConverterHa 0.0  00:00.10 4     1    45     2704K 0B    2464K 1467  1     sleeping *0[2]       0.00000 0.00000    501 1862      96     195        346        1379       707        480        2       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1466   AudioConverterSe 0.0  00:00.07 4     1    45     2656K 0B    2400K 1466  1     sleeping *0[2]       0.00000 0.00000    501 1840      96     195        349        1367       713        427        3       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1465   MacinTalkAUSP    0.0  00:00.14 8     6/1  117    8065K 0B    7552K 1465  1     sleeping *0[1]       0.00000 0.00000    501 3368      263    467        272        1834       1012       653        630     0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1464   mediaremoteagent 0.0  00:02.75 2     1    35     2192K 0B    848K  1464  1     sleeping *0[6520]    0.00000 0.00000    501 7930      93     149        9309       174800     9520       38595      3       10       0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1463   avconferenced    0.0  00:08.29 5     1    226    8225K 0B    3792K 1463  1     sleeping *0[1]       0.00000 0.00000    501 99338     190    145296     85710      446012     428370     287268     321     33       0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1460   com.apple.AppSto 0.0  00:00.06 2     1    23     2464K 0B    2208K 1460  1     sleeping *0[1]       0.00000 0.00000    0   831       90     113        53         493        208        250        3       0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
1459   distnoted        0.0  00:17.71 3     2    33     1824K 0B    752K  1459  1     sleeping *0[1]       0.00000 0.00000    274 29643     87     930        129272     1407701    131161     316673     2       73       0.0   0      0      40     _installcoordinationd  N/A    N/A   N/A   N/A   N/A   N/A  
1458   installcoordinat 0.0  00:10.63 2     1    68     3872K 0B    3536K 1458  1     sleeping *0[14410]   0.00000 0.00000    274 3467      115    15521      129875     1130080    150871     311930     157     0        0.0   0      0      0      _installcoordinationd  N/A    N/A   N/A   N/A   N/A   N/A  
1457   OfficeThumbnailE 0.0  00:02.75 4     3/2  53     8625K 0B    4080K 1457  1     sleeping *0[1]       0.00000 0.00000    501 21098     153    1125       795        59246      2981       7349       875     0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1456   AudiovisualThumb 0.0  00:09.26 18    9/3  113    11M   0B    10M   1456  1     sleeping *0[1]       0.00000 0.00000    501 83864     195    22079      13027      193657     76505      74225      332     8        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1455   Spotlight        0.0  10:26.26 7     4    1317   188M  128K  117M  1455  1     sleeping *28138[917] 0.00000 0.00000    501 1427625   10603  6378266    468378     7253507    8582177    3298438    83785   4495     0.0   0      0      100    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1454   com.apple.dock.e 0.0  00:09.50 4     2    196    18M   0B    10M   1454  1     sleeping *0[4837]    0.00000 0.00000    501 26803     323    39753      15188      343141     111520     237473     314     1479     0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1453   useractivityd    0.0  00:39.40 2     1    103    3680K 0B    768K  1453  1     sleeping *0[93890]   0.00000 0.00000    501 49208     108    112276     131372     1258985    281284     367988     65      328      0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1452   kernelmanager_he 0.0  00:01.87 2     1    54     13M   0B    12M   1452  1     sleeping *0[1]       0.00000 0.00000    0   12227     113    423        1529       32274      3190       10438      100     6        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
1451   deviceinterfaced 0.0  00:00.06 2     1    66     2192K 0B    1984K 1451  1     sleeping *0[1]       0.00000 0.00000    0   1374      92     261        389        1965       917        922        33      2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
1449   ctkahp           0.0  00:00.16 2     1    48     3056K 0B    1488K 1449  1     sleeping *0[338]     0.00000 0.00000    501 4665      103    872        723        6338       2322       1971       15      0        0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1448   SetStoreUpdateSe 0.0  00:06.32 2     1    32     3376K 0B    944K  1448  1     sleeping *0[389]     0.00000 0.00000    501 17386     118    7784       4958       171785     23249      31879      19      18       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1445   extensionkitserv 0.0  00:06.24 2     1    47     3568K 0B    592K  1445  1     sleeping *0[237]     0.00000 0.00000    501 36523     112    7430       2632       135895     19501      24018      2       7        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1444   UserNotification 0.0  00:06.26 3     1    210    18M   0B    11M   1444  1     sleeping *0[1]       0.00000 0.00000    501 51622     429    47509      17628      102318     157464     88358      131     53       0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1443   CursorUIViewServ 0.0  08:18.32 3     1    326    23M   0B    9744K 1443  1     sleeping *0[46740]   0.00000 0.00000    501 1398472   248    7061458    1834538    6518241    13181476   2802060    21      1024     0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1442   com.apple.CloudD 0.0  00:09.09 2     1    162    7872K 0B    3872K 1442  1     sleeping *0[1]       0.00000 0.00000    501 21242     133    103627     64609      394422     128304     89060      50      54       0.0   0      0      90     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1440   CGPDFService     0.0  00:00.64 2     1    32     5088K 0B    4800K 1440  1     sleeping *0[29]      0.00000 0.00000    501 5366      107    726        791        10571      1857       3649       150     2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1438   CSExattrCryptoSe 0.0  00:00.08 2     1    32     3072K 0B    2784K 1438  1     sleeping *0[23]      0.00000 0.00000    501 1996      90     231        161        1053       512        1122       9       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1436   corespeechd      0.0  17:29.00 6     1    307    10M   0B    3200K 1436  1     sleeping *0[1]       0.00000 0.00000    501 188666    253    876758     349805     25586427   7979560    19757768   2624    158      0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1435   WallpaperSequoia 0.0  82:55.48 12    3    378    121M  6864K 15M   1435  1     sleeping *0[1]       0.00000 0.00000    501 47474     192    47253712   40901923   95939189   80919380   67921614   1878    189913   0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1434   imklaunchagent   0.0  00:01.09 2     1    180    5856K 0B    2464K 1434  1     sleeping *0[1069]    0.00000 0.00000    501 29765     124    7934       5131       28330      23898      11237      34      5        0.0   0      0      100    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1433   AuthenticationSe 0.0  00:03.75 2     1    984    14M   0B    6960K 1433  1     sleeping *16[105669] 0.00000 0.00000    501 25551     248    17761      11187      127860     48983      47663      655     34       0.0   0      0      80     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1432   extensionkitserv 0.0  00:00.13 2     1    44     3504K 0B    3152K 1432  1     sleeping *0[2]       0.00000 0.00000    501 2631      112    264        376        2535       926        1133       2       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1431   wallpaperexportd 0.0  00:00.02 2     1    25     2016K 0B    1760K 1431  1     sleeping *0[1]       0.00000 0.00000    0   685       109    111        49         376        200        280        5       0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
1430   progressd        0.0  00:00.55 2     1    57     4624K 0B    2784K 1430  1     sleeping *0[434]     0.00000 0.00000    501 7771      111    1490       1509       16307      7111       7211       160     2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1429   ctkahp           0.0  00:00.52 2     1    40     2496K 0B    720K  1429  1     sleeping *0[325]     0.00000 0.00000    0   6774      97     1655       984        20337      6872       7707       19      2        0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
1428   MTLCompilerServi 0.0  00:00.52 2     1    37     14M   0B    14M   1428  1     sleeping *0[43]      0.00000 0.00000    501 6821      117    242        390        2304       854        905        869     2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1427   MTLCompilerServi 0.0  00:00.55 2     1    35     14M   0B    13M   1427  1     sleeping *0[89]      0.00000 0.00000    501 5812      117    282        436        2849       920        1269       1145    2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1426   dataaccessd      0.0  00:22.87 4     1    187    11M   0B    6480K 1426  1     sleeping *0[1]       0.00000 0.00000    501 51268     212    46066      17873      345894     135239     161206     1201    76       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1425   AMPDeviceDiscove 0.0  00:00.63 4     2    246    3712K 0B    3120K 1425  1     sleeping *0[5]       0.00000 0.00000    501 10112     133    2336       2048       26607      9500       14740      117     1        0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1424   automountd       0.0  00:00.21 4     1    28     2240K 0B    1936K 1424  1     sleeping *0[1]       0.00000 0.00000    0   2378      242    334        305        13163      970        5200       13      47       0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
1423   QuickLookUIServi 0.0  00:25.98 7     1    403    27M   0B    17M   1423  1     sleeping  0[73753]   0.00000 0.00000    501 199446    384    198464     119866     652011     631010     427506     201     178      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1422   WallpaperAgent   0.0  00:16.20 3     1    197    22M   0B    14M   1422  1     sleeping *0[5851]    0.00000 0.00000    501 162640    225    112825     40144      328018     330105     226352     289     43       0.0   0      0      80     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1418   com.apple.ColorS 0.0  00:00.06 2     1    26     1616K 0B    1392K 1418  1     sleeping *0[148]     0.00000 0.00000    501 1925      86     287        205        3744       544        283        5       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1417   Finder           0.0  16:12.04 6     3    756    271M  2864K 172M  1417  1     sleeping *1[27078]   0.00000 0.00000    501 4915776   634    7110305    3281912    8309208    23281832   6525527    3123    14754    0.0   0      0      100    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1416   SystemUIServer   0.0  00:03.70 3     1    192    11M   0B    4976K 1416  1     sleeping *0[4848]    0.00000 0.00000    501 26212     192    57655      22127      77869      134200     67216      211     14       0.0   0      0      80     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1415   Dock             0.0  06:01.95 3     1    1122   45M   1040K 13M   1415  1     sleeping *1[3]       0.00000 0.00000    501 970884    244    9082568    1055082    5805111    14795619   4494516    39193   4186     0.0   0      0      80     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1413   SubmitDiagInfo   0.0  00:05.68 3     1    79     5968K 0B    3904K 1413  1     sleeping  0[0]       0.00000 0.00000    0   24005     154    3653       3033       114836     9673       43805      271     229      0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
1412   spindump_agent   0.0  00:00.05 2     1    36     1888K 0B    1600K 1412  1     sleeping *0[59]      0.00000 0.00000    501 2559      91     283        393        2042       961        490        4       2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1411   localspeechrecog 0.0  00:00.17 2     1    39     4848K 0B    4464K 1411  1     sleeping *0[1]       0.00000 0.00000    501 2502      125    234        365        2138       797        850        14      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1409   spindump         0.0  01:25.90 3     1    294    22M   0B    3760K 1409  1     sleeping *0[1]       0.00000 0.00000    0   662248    200    49350      24906      1861675    45693      240421     50272   15       0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
1406   translationd     0.0  00:09.07 3     2    73     7809K 0B    3664K 1406  1     sleeping *0[234]     0.00000 0.00000    501 19625     173    1631       1628       659063     305287     375927     458     1172     0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1403   Notes            0.0  20:08.39 6     3    485    92M   2560K 36M   1403  1     sleeping *0[34910]   0.00000 0.00000    501 2520239   546    22704779   5408459    13256550   58686559   17679520   3775    57589    0.0   0      0      100    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
1402   fairplayd        0.0  00:00.38 2     1    41     2912K 0B    2656K 1402  1     sleeping *0[1]       0.00000 0.00000    265 4462      123    424        69         2191       2575       1510       1496    0        0.0   0      0      40     _fpsd                  N/A    N/A   N/A   N/A   N/A   N/A  
